OG,Acal,Aful,Ajap,Asoj,Btre,Cchi,Csol,Gfla,Hheb,Lbou,Lhet,Nvit,Ppup,Pqin,Pven,Pvin,Tdro,Tele,Vvel
OG0006354,109.0905916010607,168.9825776223981,235.4978939919357,77.21743516439727,11.133800611809516,82.86192918861526,32.86359695438854,41.12123080729611,43.72491273477653,37.29411780708943,52.91688486215212,39.56078259934142,93.4863084890802,135.5288703592227,86.92957922528545,91.0125624945506,76.3808,204.4728567671697,156.9019047147486
OG0006370,0.1265697976047409,61.95300964381297,186.2254859006016,0.7237226486532988,0.0,3.255159380210409,0.0,0.2193233571293439,2.137965289600356,0.2525481140643299,1.096694819603708,0.0600432176749033,4.348667969865859,0.0,0.1771935852926164,0.8832150297578646,0.0,441.3993413264369,42.83483758956477
OG0006384,168.2235989916793,70.7084888403922,78.98098587039956,58.51441581383593,65.55487723260603,277.8665743368884,373.7786145216967,94.03214782724208,40.14628172374456,153.0115941427092,19.91337094205711,27.78345465761913,114.0580171448439,285.4878782007326,155.4302514662529,53.38939616178839,257.403296,317.2448154728344,116.2347073325873
OG0006399,81.95628014319665,23.71879930530825,23.24826341461065,27.789522257071795,0.0,18.39095253671251,206.8393211353336,29.39628179260981,9.873947563741131,25.88578082157154,10.19882036954064,35.14700009940292,56.82116754729088,375.9570781183176,105.4991292156225,38.34608408769095,0.0,54.31202358911805,3.062212484696717
OG0006402,20.92053735938771,64.85922433802384,40.35041987712043,14.71904863347974,0.3794606609568136,8.31720761706603,0.3155088112824419,0.1902671960686721,1.552528465994705,5.300992320313351,0.055642844455395,75.1997229505719,102.741200724722,0.0,218.3236776548377,312.9626371576418,33.989456,87.48454401210934,2.99182707341092
OG0006413,3.906071981988809,1.036483107991885,0.0,0.9479292537078498,0.0,10.17654311060634,8.087623638872762,0.0,7.943618602874663,0.0,0.183294075853065,0.9069488390421828,0.4179917452722041,0.0,0.3907333774844164,4.048928889781628,5.72856,0.0,189.2634215368267
OG0006423,60.55885432167126,27.31024125154782,36.77287956004206,24.718016922263374,4.836335960327644,143.2496159237028,1.237809354338761,1.886202289608952,25.837736349217,16.22952408117881,10.95551265348234,18.68278173443688,25.69553233368647,54.69406344919599,136.8398043841164,43.36978281683561,19.047462,38.40118172196196,37.02299545250821
OG0006446,68.34394049033467,73.87229096615064,73.49675884821472,132.0935658310851,49.36308556097251,97.29111628387942,92.84191239414896,194.0754522430467,145.1043174545297,272.5628427603253,72.87610993394506,22.55508924041569,51.24533594367585,138.8808761174431,57.9825804914984,52.0455195500274,0.0,191.4534819969502,25.70207619026915
OG0006452,154.7427454951141,43.30707533217799,44.45825901409534,12.056986564782964,1.9446855713908349,81.70030809011219,204.6184987512549,10.61025793547946,24.21761960499721,27.09637665945241,13.36078550774321,23.94423068343678,35.26114084317004,54.28519479723581,42.83699980029326,21.12274381210572,17.090204,67.06937334982003,30.02850303150528
OG0006460,132.2517263236389,16.60542482170569,25.30968578634953,28.197676043852773,19.18037010985041,46.79645797864952,1.742026938758575,55.97399247288249,111.4787777842917,379.233679379825,68.48390472486385,57.3670056871076,82.53504708930426,123.0853445088434,60.57414828988464,46.61456818542212,24.537332,104.6893621564821,145.7895789175893
OG0006476,14.24855340499575,4.008288650635069,3.367145672653355,15.283872318228775,0.7520776717758689,58.69394383140762,2.100235143639757,3.345714259972369,16.40639029343022,21.54339298008566,4.92333789255141,11.26005276916369,40.85392231360439,34.37584330840574,59.23803668426984,22.64912867961624,3.437136,90.92756755027656,110.6583567448729
OG0006483,55.55074937975934,27.53004641493292,86.32658247966111,78.03534073133594,8.378386632816682,215.4748761287193,80.53485576633325,11.08349489886907,97.3980704170667,88.96013663346038,19.72190517028378,21.31862181736314,32.87363650787422,161.9418340839394,49.57750441573191,48.65211665314631,0.0,112.1485163775535,32.84478479638017
OG0006494,76.52981568720209,53.04774556988477,67.61132891824191,65.28511284230159,12.673678266168997,104.1960830090271,4.791853887859217,74.39059065884939,46.79287833255852,60.55524156640188,43.56944301951535,33.02242865440608,275.0109809339232,712.4496822836642,198.3158939350012,50.72310798390878,51.891206,155.302365741432,51.48416366568116
OG0006501,140.5318624806105,90.38341536664792,116.4060933288388,57.40218022044979,18.56798471474656,162.0580225909129,43.14676009856755,190.9279601279291,68.75658034195668,99.64143600665749,59.44750490194807,42.73275801922867,78.58894480374863,136.3777849500345,121.8156905268684,48.15401550160693,64.971418,233.4233656943576,80.08677673053334
OG0006504,70.47406330631983,54.43447639864654,81.02777954979004,207.2714544053241,5.005938981921452,63.95111180123293,19.00647208370042,125.5338038875312,99.25475013519292,123.0460121787313,22.7976112892336,9.48330794338996,49.28700039786443,79.35042486228024,57.21091803525605,32.37519752430811,0.0,86.50663583684471,64.12734270360474
OG0006517,83.94800142296234,44.60596488666391,89.19261551044545,30.707394183973328,4.297540472335019,89.18352326022287,42.74731423228805,72.46397383633,42.36629385092805,35.67551120180404,21.3079785515769,12.70959250576326,53.35405887831335,237.8548048677371,78.65485052466167,29.82499507521524,0.0,90.04209402558381,31.13182920462966
OG0006523,82.06930327888655,24.44336706586618,46.23470085317551,49.12256637274387,14.1623038123122,146.1343595643588,5.169096680811026,34.08123834584977,71.0962041316913,96.68183198418288,65.87160163525307,29.04365002407994,48.8564804030635,56.46908192908896,72.02691330549159,35.66179285390501,46.019432,102.6917483482542,245.9337820127406
OG0006529,2952.080676307946,164.2011108104576,622.8931266604305,241.73604902360364,81.97549571019334,907.9378131908796,8.393894206274329,240.0654418541633,636.4967110302159,547.3877774673019,126.1238131631426,62.4167579720155,178.4158233184172,989.0779399569774,271.5025288505528,274.1801737246358,71.36831,404.5894695336995,299.9973997360383
OG0006535,7.551724632849627,4.753079625032294,8.372723782430356,15.01355778124908,3.57865727180718,185.5788005618577,30.96155661918552,56.08662969636018,45.300599511644,11.38705007936874,13.70869679625466,8.609018142532753,11.76816050611479,12.25913992133072,28.33083395883023,18.24739356432135,0.190952,74.29737368900109,8.12419592202744
OG0006538,152.7498476323214,97.57886077034507,102.6662572353131,147.95995108457743,399.82508211505154,225.8117982018292,22.72440991026653,186.54071970765,43.31436658214535,268.6333588637179,165.8859824272452,26.02842898398354,37.64259951023438,29.03208355154591,60.28005231800861,75.20211964061554,66.260344,139.7932014014465,114.5950217024917
