OG,Acal,Aful,Ajap,Asoj,Btre,Cchi,Csol,Gfla,Hheb,Lbou,Lhet,Nvit,Ppup,Pqin,Pven,Pvin,Tdro,Tele,Vvel
OG0000777,1466.327649624875,1650.733776133397,1469.544991527613,115.44343554348616,129.8943749671728,310.1953277790306,144.4375140079752,680.7170103493637,678.1445963227222,342.1924649480796,99.50766700330207,250.3197033068898,746.7578221671126,2164.384864685594,666.3035089136287,494.444490474677,972.90044,564.4062289176225,2241.954305109888
OG0000788,147.3307485015055,30.93883917715134,22.37158216710592,156.28444245327051,13.26420920651027,839.8384432248304,54.3803160704862,10.2576246097744,108.2431809333619,149.9441542948921,61.76778118949332,29.97745751815587,56.43898536674531,34.76315218266469,266.7521225497659,81.36545865671691,69.55426599999953,284.5857067503022,200.3086707200736
OG0000792,454.8125902655561,194.419265755263,321.7128866734653,360.8868036489258,27.19882874946317,377.4924554222072,336.905283314418,659.9787223716179,620.2279101941635,219.2958945376306,124.2847854745234,142.7192513672159,256.2718730126446,1096.365396137976,737.4229452031033,125.2075494821876,185.46213,750.8189507204356,861.592119107116
OG0000805,3200.415964045888,1868.264913055966,2607.435836759338,5.790479573126898,0.0,37.97779287799911,437.4770892006372,88.2397984824168,368.3892224997301,3.616029672457645,0.758956945298973,6354.069436321799,3518.003992263258,4237.412855986921,75.99523944907988,17.77178181450951,42.916462,64.44467070440136,632.233529449134
OG0000815,1039.131278696253,393.4594385910445,255.0785087181669,193.73399645953825,81.09284240279702,297.3368353498409,63.47720986986589,194.925522555812,325.6344569918461,228.8229894876361,107.2814697376381,390.9300678459618,279.9798822584816,473.3876553233712,312.0267406369037,72.02026191734143,502.537926,0.0,2343.699325987756
OG0000822,4.237413667939554,0.0,2.276040247999275,22.50027100352757,0.0,17.58602418366907,0.0,0.0,3.348781177699391,10.74226384617745,1.759264076965062,0.2244656455057316,0.3848762020728222,0.0,0.3627577924692605,2.501640658284099,0.0,2933.470771857247,30.27801150139704
OG0000827,375.2513026899348,1370.406890019916,1752.211717191435,23.663993069305057,2.20758052437549,336.8239916202104,47.36281285295825,167.4060880871005,70.59374525732369,17.68623338423711,1.191132724089779,375.7306013990133,40.41303101291638,684.8502236738374,247.3312433440867,3.02050046649767,20.909244,434.6993222993912,774.4099647984236
OG0000828,1860.478792362394,412.8406790709828,657.8599469699735,1547.541233403665,19.97821146003397,3563.585122602521,101.9814818013155,430.1769680455378,1577.778934980917,19255.26215829404,849.4471445442252,388.7938052600714,617.9875257116009,944.8770967494248,1402.208563275352,652.9976615463783,9.356648,949.7152719952984,2147.413624088203
OG0000830,616.8716221996709,204.2457611035459,391.4315598257747,145.82905333562934,18.00650173668175,368.4855171175522,18.18182544340802,41.79593564995071,248.0683848231678,43.0152760071374,27.94289513494419,59.75212538305031,135.4820537772701,163.762964296328,147.2331032460565,74.87099528191624,83.398286,165.429038930191,391.6494155057413
OG0000871,180.7416709795702,7.343818909624808,2.891128463164451,114.24514715343416,0.418846368319461,12.4560580254413,739.9872725412317,0.152840286616689,62.71311218015099,97.08117371352496,103.2291008609757,4.880049046404734,189.8966686587212,12.66280466387017,394.259877684475,56.93726085028727,0.0,146.2810135118833,256.1082424145397
OG0000872,37.8918173081651,214.8131860153847,374.6912831800614,12.59210988592327,1.6013844950764533,8.236058406073713,1.117409260553977,16.50328460106547,80.29434332081095,9.40155412611558,6.734177151739062,8.01625578527946,63.76365054992887,23.66771419091226,8.231348540265426,0.631492509036615,9.690813999999998,82.46505140532707,353.2352349620199
OG0000875,163.2657399045776,41.70664838940016,11.95624975608548,13.583316802873904,0.0,15.10456613840462,50.52558011111505,36.73897098608213,176.550749614327,9.055277335068356,18.11662400013999,5.518390610493432,15.02468107018944,4.707178076843411,43.6383200829756,66.81811020381154,106.980858,10578.09069525257,119.3295576083704
OG0000892,34.74737599170294,19.98775222357435,6.736879925658268,629.3160005077646,0.0,168.927007846661,65.81752393536343,180.094993430428,113.5715298200569,1.986901005256677,2.755347521861443,2.099562948922766,58.75259320631469,20.90339145974622,16.26824581752585,15.60553496012921,0.0,37.29007151786828,10.71945569812712
OG0000901,53.62225668904977,1.438907190288049,3.51304454844491,6.163778474417232,1.1097995147779984,593.589465605597,84.70342540435435,0.8492259184531722,20.42903456382575,7.332642184115594,2.994273198931502,6.035502419652797,8.359948598786254,0.0,7.101637951643758,17.41699222202433,21.911742,26.56487326645286,529.6169551733822
OG0000905,1098.987589177375,425.2964829935193,1205.993639794613,189.7713269335865,49.408089842451375,1010.11369580284,469.8674358473736,1352.823697035955,59.08827719639658,282.4297852264407,84.2554789543767,117.0952040720614,148.1567244100156,527.1981445278614,509.8720766619043,138.3977376314165,360.803804,1015.630996793092,420.0304696838299
OG0000906,1.236413205738009,0.5592258709525856,0.0385815354450211,0.6790475237779124,0.0,0.935959014724978,0.1380026387280359,7.035698805934122,0.4851337373018482,0.0,0.1390837905833931,9.57053212736272,0.1134521696876135,0.0,0.1171080552575071,1.470740177094871,0.0,337.030287043268,36.7129836598716
OG0000968,126.4060528074087,3685.507888104365,4414.850775206388,73.40155268400774,2.10090374350922,29.15615183507283,2.441213411068884,23.01168316072284,56.08201921407783,68.977069837382,13.11069890895955,93.929000119068,52.69019069793557,3.168805025061066,39.22195172009895,74.74706440238054,182.979754,58.36436728334709,135.4491685465001
OG0000977,6.191608415767551,2.735777471326101,51.95724246225586,5.487604361219606,280.58198736702485,258.4165637974379,28.18069611841078,10.6076218465514,620.0852273837398,96.30842214686405,3.874836449759486,17.4753525937155,1.067229624806676,0.0,7.285178048394831,5.281573711942602,14.08271,54.36571072397047,85.75655183463745
OG0000991,4614.763414510174,1377.491905413001,2347.540952007578,1808.614086435485,1395.0262044872902,824.2435097102694,25.37733055353339,1666.825712296229,1594.010355214639,742.5852333744929,686.5106767978748,872.4330680600416,1223.774170703507,1977.117616640637,1046.318090380472,1266.821264505076,2509.82535,8444.981156835496,3668.610990288079
OG0000992,43.45903901766467,1.002202787548235,11.25813651724965,0.0778481231977312,0.0,9.349885503087872,6.467782743466853,0.4396124832760445,2.877192573088919,1.267628598335801,6.644461221329877,0.7834401557046468,1.0484876871816,0.0,7.120389200194045,13.32321000530562,19.429366,233.5836380926622,3.824351006757718
