GO,Tdro,Ajap,Pvin,Pqin,Tele,Gfla,Lhet,Cchi,Asoj,Nvit,Ppup,Acal,Aful,Csol,Pven,Lbou,Hheb,Btre,Vvel
GO:0004633,204.509592,91.476235981806,152.80878536946,20.605227348404,50.517349722018,6.069037375170001,37.3429727843,92.63507034732,150.968141933634,11.1215955623805,50.176493388192,86.559784196595,98.708538521088,6.6314757996036,36.928866032448,144.152940608456,253.04794004844,79.355305028484,39.32798359587299
GO:0006163,27175.09519,44186.090044448,27392.659652358,60473.76948176599,60216.13096997399,44814.519519,35521.4160727,40196.066727948,33762.4126125161,34717.262402484,31073.073753232,83229.564005598,30520.492132416,114712.41827397,50628.682346736,39033.255300068,31270.729252412,4925.1370568896,44082.351558021
GO:0006164,15399.133088,24348.6880024744,10796.7719913537,25590.999615076,29990.644076628,27204.7766298,5486.429108085,13503.7560743088,14770.4072248526,13273.0525739401,15396.5919141344,32077.888607379,17141.4442968576,16086.543987074,18568.8801896013,12724.9183455504,14555.59075408,1985.3581019232,26727.57969021
GO:0006732,18627.224386,30055.524029386,10355.717383044,26247.278968616,31594.025557926,11650.44448722,6801.41246013,16054.452938022,16258.9899070413,8636.447226044,15711.783146624,32127.010347663,23051.7244590048,99735.35146949,17511.7529441751,12771.9721862204,13054.9995501,2580.5697801756,35552.804924889
GO:0006753,32448.47336,56266.780999304,29805.134119563,67666.689574544,68309.369583633,49987.816032,37300.56973615001,45949.0394838,39073.5175547443,37703.576117107,34809.689395432,94897.337104404,39097.256862432,117901.77132811,55598.834590299,43040.341383346,35228.645840672,5815.696020027201,51807.47483106299
GO:0009108,11188.975654,18046.721745508,5832.120202887,13132.7697608802,17061.8485624956,6056.73546324,3621.657636925,8864.0650525614,9879.6492499272,3960.0627655227,7066.9181297912,18276.6724807311,15317.6414709888,12587.889073089,8585.1551794515,7301.600331277799,7045.916354891599,1585.0643971348,22766.681551341
GO:0009117,32430.667086,56159.373560812,29784.202068588,67648.996755816,68309.369583633,49984.3968393,37282.71008525,45735.996306576,38962.8999518251,37644.486594241,34788.687971864,94855.051354254,39066.16466217599,117897.19567648,55564.62442923599,42992.38036978,35161.673828292,5813.5857551748,51793.02616393501
GO:0009150,27147.88453,44141.137965801,27348.10876469099,59990.968656784,60159.249605943,44790.9498267,35480.872754,40062.803154732,33696.7493554993,34677.111060063,31009.226691024,83143.29076463099,30490.600458912,114678.40751169,50459.398327767,39000.963324758,31191.560871392,4918.6213534372,43911.543099081
GO:0009152,15396.93714,24348.6880024744,10625.750786541,25590.999615076,29990.644076628,27204.7766298,5486.429108085,13503.7560743088,14770.4072248526,13273.0525739401,15396.5919141344,32077.888607379,17141.4442968576,16086.543987074,18568.8801896013,12724.9183455504,14555.59075408,1985.3581019232,26727.57969021
GO:0009165,18010.210736,31835.215548388,12109.2554475585,28262.56669886,34050.930728193,29375.6411487,6216.673403515,16587.157626504,17122.9914024583,14511.6913855047,17225.7968649112,39300.42675762,22763.8319740224,17087.427000952,20276.069338512,14251.5154040762,16165.854645032,2249.3355425368,29445.173780757
GO:0009259,27456.415224,44849.320637519,27668.743191111,60660.408875596,60658.72781127301,45703.7447559,35700.7605426,41102.76572802,34230.3046701595,35109.333552177,31519.143941792,84150.545761239,30990.751031808,114820.61930658,50834.347576467,39453.212974258,31608.71123884,4968.974166353601,44942.007981801
GO:0009260,15675.058728,25041.2421568971,10946.3852174853,26248.647030856,30322.007724645,28074.9193494,5698.678781299999,14492.832218724,15283.6410934387,13693.596932401,15839.1546411864,33039.016027119,17623.2070104096,16217.075360717,18915.9396339927,13158.4735527846,14959.352519752,2034.0277967936,27747.617473884
GO:0015936,488.932596,343.21627806905,217.097811612,339.63392970222,804.99601629486,239.893154655,248.5122353365,391.98934842132,357.330262222288,122.89974472017,275.01023189624,558.57903999222,284.0354046288,500.32791455284,266.13454973898,399.40122684026,525.4460268576,130.751843403652,466.17663803697
GO:0015937,477.5232139999999,282.115818631037,200.55680854044,258.26659254544,775.5692258535299,211.557644298,203.4603134695,321.17567808618,302.8188902259641,94.079769808977,175.209897394424,457.67781011001,234.968511272736,495.00590018462,189.549274355259,348.35865222084,498.72577982936,108.133368980056,340.95891463158
GO:0016829,8118.944874,27600.493080098,12151.2033802632,12433.840931952,21334.0298837481,22734.41158296,3754.300423545,9755.8878155496,24318.7354443744,74664.047646676,17207.0862314224,17404.8647717295,18487.319028384,29105.368266623,38299.600068951,6676.939413485799,5076.6734626844,1557.81498599016,10248.464413467
GO:0016830,998.822174,1956.81809465505,1206.41345855613,1822.04189347564,6918.596089825501,1508.86659,604.0776570675,1800.7961855652,1422.31591203965,944.91684775852,1421.81235317424,5893.103453493901,1260.2803948752,3285.0526404993,1818.72262293969,1250.40473577568,1771.8942135164,422.0775261912,4778.4149914536
GO:0016831,682.9875659999999,609.0587153586499,792.34619538591,754.60349022768,3164.7660747552,1021.886129187,291.9896528355,757.5648313871401,526.968587085359,282.97777983619,384.71108292536,1596.72965448993,513.56003697024,2282.5269027561,580.38331794846,609.30572462708,726.3665531288,231.78608813148,1618.6007091702
GO:0019637,40738.558964,65359.51118062401,38626.003629873,89375.556052928,90069.18799107599,73426.07529179999,44304.45953535,68459.985130374,66394.631722224,44252.488008005,42764.91946888,110630.659964034,50988.838854048,138530.53733123,66836.195967021,54274.850351766,46828.76775717599,6925.1806700948,64995.66017655899
GO:0019693,28498.440288,50332.967359753,28372.438953672,62514.7910296,62159.789935674,46032.13867560001,36051.78917615,42061.085262528,34776.4121340774,35495.010686518,32319.766243824,88794.166540062,35273.885014656,116182.09309861,51764.676244359,40251.779825156,32366.465484692,5014.9796759432,46803.266828598
GO:0033865,4882.738116,9422.6355882155,4142.2326028017,10076.2526464952,17207.3726658936,2323.39982259,2962.366903390001,4622.1145437102,6008.158239251899,2948.9625025588,5941.0794584392,11722.7422491768,6075.921314592,85663.901189581,6689.6149858941,6471.9217909758,4471.255181588799,934.92944549644,12244.438417764
GO:0033866,2740.208938,6738.8116426687,2143.7707886562,4522.006106537599,8881.2864368289,858.377206302,1637.210673315,2398.8015845028,3057.41573109193,1418.81120010901,2524.8929889216,5274.4500459459,4504.6984121088,1896.5994229875,2553.0703336359,4094.2840776634,2106.8393344388,273.30292150444,6559.4954333013
GO:0033875,4882.738116,9422.6355882155,4142.2326028017,10076.2526464952,17207.3726658936,2323.39982259,2962.366903390001,4622.1145437102,6008.158239251899,2948.9625025588,5941.0794584392,11722.7422491768,6075.921314592,85663.901189581,6689.6149858941,6471.9217909758,4471.255181588799,934.92944549644,12244.438417764
GO:0034030,2740.208938,6738.8116426687,2143.7707886562,4522.006106537599,8881.2864368289,858.377206302,1637.210673315,2398.8015845028,3057.41573109193,1418.81120010901,2524.8929889216,5274.4500459459,4504.6984121088,1896.5994229875,2553.0703336359,4094.2840776634,2106.8393344388,273.30292150444,6559.4954333013
GO:0034032,4882.738116,9422.6355882155,4142.2326028017,10076.2526464952,17207.3726658936,2323.39982259,2962.366903390001,4622.1145437102,6008.158239251899,2948.9625025588,5941.0794584392,11722.7422491768,6075.921314592,85663.901189581,6689.6149858941,6471.9217909758,4471.255181588799,934.92944549644,12244.438417764
GO:0034033,2740.208938,6738.8116426687,2143.7707886562,4522.006106537599,8881.2864368289,858.377206302,1637.210673315,2398.8015845028,3057.41573109193,1418.81120010901,2524.8929889216,5274.4500459459,4504.6984121088,1896.5994229875,2553.0703336359,4094.2840776634,2106.8393344388,273.30292150444,6559.4954333013
GO:0046390,16271.831466,29969.969836024,11172.7885731429,27085.394014238,31051.741417497,28216.6081197,5799.80365275,14830.950425898,15375.2002741476,13808.1129064226,16284.624960084,36674.581233573,21580.1710593696,17280.799062318,19499.150702187,13341.3373444366,15221.7258621,2047.920518196,28537.649352261
GO:0051186,31702.423896,64341.664653099,26476.780704627,83673.849462428,60871.08634119001,21286.48493202,10393.644992725,28105.892215494,29338.069494502102,153630.368500374,41751.263190176,55871.347634469,58878.55045632,116019.4844336,69267.837797301,19787.442438309,20542.67793058,3755.5167812572,47903.989842954
GO:0051188,14337.63092,21116.5012686299,7685.6494265793,16767.314750222,21863.8508498739,8966.5550667,4919.0347824,11918.767023702,13682.3521400645,7156.5097189015,9309.419380924,22523.270725989,17915.092444272,14081.179273799,10986.8053921236,10143.7495025856,9316.3555632548,1968.6097747132,25318.998767874
GO:0055086,36403.137018,62431.688274631,32547.02802747,75123.87858501001,71914.777061139,54561.2765775,39830.5294468,49618.257877878,41574.9579657359,40102.959937413,42309.063336384,100020.553376058,44296.367327808,119550.00461932,66483.418557777,49738.362573954,37422.507485336,6214.6670928392,54941.13397716301
GO:0072521,28168.809398,48602.715031949,28870.738870842,62913.34324538399,61075.262065167,45666.11132159999,36254.47176879999,41686.838799078,34176.87255566719,35082.823635959,35978.126556736,84707.776284546,34144.572898848,115077.18034978,58498.192733838,41048.856455954,32198.849080304,5299.0648973016,45564.629542677
GO:0072522,15628.370964,25139.2172394035,11729.8145527959,26845.297055764,30401.439874992,27341.2337121,6036.96147734,13595.0227059054,14859.0098402824,13375.7620623183,19490.889594832,32892.077921568,17491.5208074336,16243.487236834,25801.757409324,14154.5183698426,14642.82400096,1994.8976059972,27036.683737287
GO:0090407,23973.880386,41530.90221488599,19050.160502637,44834.898549524,42918.018580845,45061.5617067,9911.12685451,29431.202122956,42234.7289070144,18253.7783244591,24050.836580328,51996.789121122,32934.553104288,34661.684347477,29469.512275671,21374.6913285576,21863.691442532,3080.8402426976,40354.456504089
GO:1901293,18024.054756,31857.89376546101,12109.2554475585,28290.878682242,34050.930728193,29406.0737817,6223.90725414,16603.849075554,17807.521835065003,14512.2257436169,17245.0967638688,39341.370895944,22779.2853307488,17095.066357875,20279.966325918,14263.16608019,16209.827675692,2252.3077702248,29452.645525485
GO:0001501,5151.837222000001,5293.3838241999,10625.540285943,11912.1377981882,19644.2704067751,3788.15474268,11077.434084305,43584.277189842,9907.2415608068,2519.4489552084,8546.193143695202,13617.6666939735,3867.6383491584,3982.7640361069,13475.7046078941,7264.131211761799,6154.5951163464,2045.6849647416,11010.515624199
GO:0001503,2186.925518,1922.27721847578,6289.960909775401,4871.9072708772,16351.6918556763,1866.987938508,3861.828650655,11312.604749679,8204.655815728402,2406.07530536432,4817.5067033936,7533.3615088485,1535.76581582016,1172.1041856865,8975.6511185094,4473.9125040024,3903.6662461424,550.7866607434801,4375.1492267868
GO:0001525,6838.707189999999,11053.8466018845,6406.4712383562,11163.8573147292,13413.4299600084,5024.30036493,2899.77592497,6821.520010687199,14164.7143717227,4030.2749113499,9001.5082469144,12007.5069619896,7875.8595464832,4353.3673077873,7183.205975294701,5663.669068965401,3881.2722578932,938.753205312,8631.2701074054
GO:0001558,20415.824032,43019.291502783,18759.062546499,40329.392464378,37148.77957815,17554.87666317,8751.846886579999,29601.276120102,38511.5788090692,13717.0651183893,22910.867741552,35719.437850029,30428.41306992,9053.4948444963,21128.269253052,20069.883616961,16085.518735752,3386.6895788812,24815.452681593
GO:0001568,11740.826934,15134.7010090534,9562.8410077134,16650.4383473676,20475.0465613866,7055.814660509999,5005.72610084,43672.02537244801,20276.37657271,6701.4696295687,11989.4520894584,20364.8904385293,10771.8271408032,6356.3496685183,10891.6487211051,10507.3270716864,8036.0796505584,1938.1931481184,15912.126916518
GO:0001655,6539.294454,15780.93420918,4812.0541395102,9502.3172483152,12402.1956289995,6514.38267711,4834.056765779999,15061.505500302,8315.1175649885,3711.8133195731,5362.757515668801,10039.3685098911,20631.78047136,7211.005382628301,6403.1152699215,5048.148396415,6594.9715427696,1884.1474120956,17656.476957084
GO:0001666,17330.278402,27744.6490120124,9554.1814854486,29063.786616216,29293.685174583,46544.6964675,11358.458874985,52697.309483808,26426.4988542332,16301.6674774339,14371.7314856536,23957.615848947,26070.0493030272,27196.38844032,15298.2141509106,25919.076104188,18048.427109688,2548.9847369472,24283.589383704
GO:0001704,1498.01844,1602.69764555171,2150.2334133918,4258.5907440336,4470.9174591777,2100.678845034,1143.754661354,32609.795448546,1714.91516382062,1277.63502094917,2389.6205332328,4718.0323091997,1187.48796540096,753.90193924562,3393.5467724652,2252.57374420952,2411.9766791472,611.84414623032,4856.214436867499
GO:0001706,442.4357840000001,426.63849512323,1083.15176200077,1504.36633988556,2562.195256632,641.4121312829999,523.1318490785,2469.7496919426,852.50337315587,340.42854774637,977.92042558992,1689.339262263,322.68505812288,275.31422542558,1420.2265160772,1154.94693487964,1184.49649792576,271.72613893128,1649.3201095623
GO:0001763,3944.018084,5720.4541816023,3697.4256999306,11074.6439064652,9900.1436803569,3285.43569123,1771.889820405,9616.315456536,4012.8267592171296,3297.1925004597,3917.652250376,9550.0351515879,4570.260332947199,3216.9660297236,7340.5937184957,4500.7553411716,5276.0891298408,774.8957880341601,7491.0685176432
GO:0001822,3589.945338,13473.2809127763,2917.8363265425,5847.968850431,7103.2255916292,4092.16596096,3770.13616843,9126.0791502138,6368.0790912548,2001.58117805598,3286.6752372528,6328.1552227107,18956.0771864736,2677.2953330112,3902.1744961797,3398.6541880696,3897.617867243201,1399.47570671992,9948.8977649922
GO:0001838,2877.64664,2118.41366711656,1207.15289521794,3565.7277588908,2928.9449515248,1744.813287756,912.3575669665,3509.3799254022,1933.57289404953,1610.61261042111,1506.82303720672,3475.9506642093,1423.53137921856,1324.7753056758,1934.993685144,2334.2090671164,1946.2294282764,485.2101111844,3765.134658894
GO:0001935,39.670278,124.033457733803,309.3237405142499,422.54115216192,582.86417985459,149.6841286248,208.3762144515,447.27203040696,97.85648159271,80.86664898080099,547.90132940616,453.37405592826,115.57997258496,242.94864472538,261.0827255751,213.76464852923,211.54777173396,52.83902423674,617.19007124838
GO:0001944,12328.57719,16040.5948709689,11749.3993908951,19024.405084614,21446.7685889121,8314.71336234,5370.52472895,44667.78750657,20985.165630153,7090.088691912501,12940.240827288,22365.834900843,11435.8835590464,6939.3667907993,11860.4535511098,11080.5078702186,8799.5931391128,2146.8594816552,17726.272163481
GO:0001952,1375.284042,2061.00176212612,1693.5240861396,4228.7584387148,5512.804967933101,2183.6971926,873.1075539005,4700.3595073752,1735.46161082835,798.16235359506,1494.20050308696,2733.4431690174,1807.08934367712,3014.6924590761,3012.0274998957,3001.640673548,2395.5550769636,483.77761713864,3837.8622518943
GO:0001953,321.27674,424.7977456015901,569.6141223247199,1187.8671830537,1950.33498570621,663.3707642100001,191.965742925,1192.20251594844,480.584909968403,181.842788788677,695.0902324688,830.8072280596199,296.37900557664,2531.4270255835,841.0761311011798,1190.05203443318,414.38703279076,94.672507388408,595.2505853154
GO:0002218,2965.96194,3672.1187809164,1275.45180372456,7289.3735843006,4197.7973545065,6239.63708907,3446.09597039,5907.9611393616,4182.155143182101,6064.3883077391,3367.571316196,6543.0006944715,13324.7335400736,1847.7521193835,2930.1100596027,4939.754558203999,5988.497202107599,471.70515987052,4751.6556825591
GO:0002253,7288.303674,7521.794588139201,3708.3454041249,12716.1382849272,8459.9624839932,7474.200359009999,4954.936373840001,10413.7657473432,6682.6778440506005,7349.909252583199,5610.969753437599,11281.7181904746,15156.4739562816,2494.6569894796,6171.0800562996,8159.3009207038,8808.462989482801,1040.66288615764,9240.3659123916
GO:0002687,8513.833610000001,1430.86142185941,787.0869080715299,4878.7930161242,10585.3132907406,32078.1273351,5551.056652165,6298.4736463596,5700.32166449092,5612.186441942199,902.52989618312,9454.644808235698,4386.634907232,605.35293354624,1407.46552541478,8178.6413649222,5592.314132806001,1596.38790615304,2989.9215413907
GO:0002696,8975.125903999999,11907.5042494268,7783.814816556901,8738.746219290599,16053.9669002808,5695.728972780001,3465.759020305,10741.4143306926,12773.918324052302,5799.124417375299,5877.004347804001,13235.63659704,8154.706413264001,1599.4843207475,6305.0349942801,6675.520333628,4177.23455237,1313.12179074988,7499.910574793701
GO:0003007,5491.111188,13077.3621750924,3922.617909526799,9551.7035590278,14849.868449934,9055.55721609,2500.678405495,13851.0090376848,8987.874395361301,4369.438888714601,5241.655177635201,13984.8712884741,15628.2791278272,3016.6520650629,6922.9436009292,6022.713433646,6105.259558352401,1228.54950528576,11733.900310524
GO:0003143,3214.581444,2648.47483945911,739.33775699256,2711.5738155924,2348.5748676633,1918.348201308,1007.278440881,3140.973943905,2532.7650482810604,1718.8746207282,1596.66724651456,3559.4462262375,1594.27510479744,603.8149849424001,2004.7876716855,2783.6025637058,1606.3140807504,493.4659947574,2422.1279521803
GO:0003144,1578.504708,222.318839474124,16.499562715548,46.836101344758,45.714147688224,1.41389473071,4.798899846419999,52.136338161702,2.0834452990085,3.9220613085739,4.3206490696768,98.718763030338,60.343387698144,45.251314861951,21.678556545906,25.094426769058,39.598298154336,1.5069516823088,292.8585749796
GO:0004177,1657.176932,3613.8018725925,1848.3132049734,3368.791216236,4708.8256366107,2739.98151735,1033.9630748225,30780.16637802,4029.3801951358905,2161.04608688206,1747.86976729016,2817.2243604354,3399.2417020608,409.69844046923,1493.79596911857,4298.1115636982,1510.4908813192,174.74178342568,3130.3765554117
GO:0004222,16410.939998,8998.9964308433,1807.9372659414,4922.7044395254,23593.411948482,10550.46451074,2731.98016095,29349.4328244,7775.7868962737,16421.470535459,1385.65685666616,3506.2633376847,7658.579633078401,1564.283005956,2041.93666755,8906.03058613,1814.393302182,1284.57099304936,2898.7976327478
GO:0004252,1527.663738,41043.217986667,119547.073215966,40378.001644596,51990.11348264999,21114.70258359,414.5020438475,29429.758776294,842.9627535586401,168286.33256906,6458.3916317176,14934.3591343572,49270.438076832,2504.1596899363,3260.0909468595,901.5637650767,2988.9358992904,97.83811056322,4845.946956045301
GO:0005102,49538.820574,58254.840179639,23818.714851921,62970.413620444,96791.869117008,73114.6718148,24954.250054,61000.78884256201,53300.790648635,32764.608090494,45786.637438512,75164.38610003701,52243.768167648,98480.37766116,64534.11735950401,46482.993574194,39448.248089136,7350.7146832008,57149.22460909199
GO:0005178,8477.79142,1439.66943754328,1310.70864298902,3734.143488941,14508.0478936098,35574.0074844,5917.657735705,7873.125993799801,6056.788939519351,7791.4953085945,1113.13496995184,10767.6577042626,4628.95406928,982.8464200918,2490.3440549013,8660.864263661599,5612.489687914,1809.2542706132,5693.394873121199
GO:0005802,3217.350248,6453.2552091547,4159.7154646938,15219.18786145,11268.5655193317,7915.4744361,4684.684429525,12340.7714920806,12535.1400560912,4541.6788552478,5926.0858402256,10241.3630123934,5169.905218559999,4442.976049678101,7748.1853267455,8545.5270737358,6735.2726596828,1473.8047616892,7771.528767559201
GO:0005887,13898.775486,16213.3643674278,13079.6910921237,33182.898016438,39292.969096332,23705.9210157,13365.976353125,28366.371153792,21833.275196506,17051.6827686056,11774.8178312112,25123.709030052,17209.2109443648,8667.7490676348,26048.80694208,22377.8694851638,20318.694988576,2049.4879329008,25900.557519186
GO:0006929,949.938462,2125.54917223865,849.6913983772499,1288.9210634817,2902.2640764651,464.2851213,352.782708646,1264.93064044188,828.0494566731101,1223.28061584814,1080.84737883712,1801.44649810995,2050.2960288624,898.68009141031,1509.10742230365,532.3470135967,1309.6028011108,340.45884249740004,2686.4949830229
GO:0006954,2581.098183999999,6024.703136864499,6826.047139602901,7605.486183086601,85755.370627152,4207.15374156,2468.767730655,7246.1723536074,3326.66604541073,2838.3731941207,4642.3326340664,17689.5605541615,4641.5967632832,6235.6193738685,3955.7905845588,4735.0525374624,3954.2551595536,553.1736430636399,5435.583669791099
GO:0007155,9642.073502,17830.0171299024,10949.3526530718,28170.713873964,30999.879107262,22125.88397481,7080.651528479999,24322.437008136,30682.986470003,12580.9717255221,19923.904689808,22980.079417209,13710.2091586272,5690.441878798601,16778.8730426226,14746.3620306092,18705.7221463,2396.0792056924,21169.857106545
GO:0007162,2989.496774,4481.640464667,2788.5702890925,6444.8916241882,8389.4804372187,3982.49980128,1666.690239695,6161.229746433,2982.0526177974702,2330.47168256525,3211.0631859592,5415.131355629999,3633.3044029536,4064.420348312499,4743.4941314865,3419.3067727782,3906.757715163601,813.0287696456801,9274.4189991684
GO:0007369,7548.428036,30055.12295537501,13016.709010074,17190.2169292916,26204.80421943,7790.03159781,5041.267329509999,40257.708057312,26764.2234557592,10501.505542243,16280.0965774536,21663.7108651158,15795.49815696,2425.0775724824,9948.842897732698,8139.608962781599,7277.9746467576,1619.51271930536,11500.947450174
GO:0007413,9388.441508,6411.6172282947,2936.9426988033,7694.0496552634,11532.6195281001,1446.373357275,1468.708561505,4124.950361499,3010.78980853883,862.5419166552499,4878.432816992001,5262.4122266388,4255.9832942976,677.3480896963,3311.1621008076,2769.9653283102,4579.3925392848,809.60821876608,15541.597274112
GO:0007419,1921.263548,429.3564854178901,429.07129819158,1513.55279565212,4384.9795881636,272.434030638,159.0122758875,969.44341066854,345.05641318531,544.85736329625,781.2264902090401,1421.97564602559,212.233113376416,317.09797868518,1137.74116088841,517.4977836603,568.78254377572,27.562168193336,1877.3234802042
GO:0007424,9369.107618,12392.4656424685,7835.0398520493,25694.93395892,20431.9274402646,7356.230419229999,5399.22081633,17395.89636435,10346.251976191,10373.2958568802,8256.9483001304,17449.4169605934,8497.180067712,6417.1174635601,12257.2985168673,10171.3852293522,9802.5214417664,1922.3710749684,11269.26890418
GO:0007426,541.396658,614.17676751814,625.9197609192,1487.69308190622,4786.5560492817,223.7357425611,341.6097081125,1129.0839907626,503.859869646746,265.92565880701,649.2027402858399,1239.56403441525,392.27781796416,387.16161290367,1094.04160604661,1014.42736607134,625.2985396634,174.471406776,975.52309598415
GO:0007492,716.3086900000001,898.28831117847,1468.15507926582,2484.2839360168,3415.798048689,899.59767513,767.1472113245001,3876.998683984201,1388.97341102002,529.73595160075,1222.26424346952,2357.7175837635,639.05813568384,489.4995941558799,1984.027484517,1485.73272712412,1567.0592356684,498.3589623809201,2916.9123949686
GO:0007503,1954.202768,361.99388469923,193.24652980809,250.25209266098,528.68876696964,63.3975451725,226.951823403,1160.40770278932,349.658735191076,362.73778260029,157.144409113664,570.79840858635,115.925697556224,556.75046124291,296.90183571126,542.67293841602,227.02445832768,76.14068531318401,1575.2061328752
GO:0007505,1578.504708,222.318839474124,15.541259195583,46.836101344758,45.714147688224,1.41389473071,4.253983715315,49.396444963614,2.0834452990085,3.7794586670454,4.3206490696768,97.815365220447,60.343387698144,17.07302811357,21.678556545906,24.958921630696,39.227679390304,1.5069516823088,261.32454365598
GO:0007507,21281.982304,21416.4539181487,9367.2608920737,31394.203812198,42247.004400747,46259.3991552,10621.56946239,30415.308675234,39641.699105068,14483.6817213875,12883.9227001616,40377.39081978901,23927.5121368896,9487.652134442898,17134.8406176987,25712.376574826,18495.313013264,3941.1550161408,35467.791507687
GO:0007548,15596.338766,20232.2371561425,11281.744516647,24946.896795374,46165.76158522499,17732.79521706,7287.232975335,24204.665133258,18475.539474884,28340.522315742,15255.0805113328,28598.375627307,14933.3003011776,53754.14317988,16389.2882053095,204319.321525532,16041.435821516,3536.1804341404,23730.380928051
GO:0007561,1649.252424,251.838401115566,16.005184356051,194.0547457966,72.790303269393,3.46755889326,20.965904109,98.69952650796,11.1652601089893,14.1895072518799,58.63914893878399,148.788750288588,80.863947974112,27.728559140975,91.093111114122,45.23470316044,59.306414807,6.4813397810056,289.947486297
GO:0007600,15740.221098,31123.28934344,13053.1378215975,21190.90536958,29109.530516454,10557.78567921,6781.17796329,20429.796142206,18695.9422152368,7389.340817080601,12340.8285294432,28751.996770575,19356.360739728,4427.005204305199,23123.847891963,198888.714863928,9212.5000612616,1040.8277001244,51541.388590377
GO:0007631,3006.30055,3608.374950668001,2512.3343628669,5984.4727539806,12038.3859298896,3981.79343562,1483.269572185,7968.1209600516,5901.735541955199,2164.49157164118,2960.0101119152,10095.30281475,3122.560885584,3032.8121063273,4331.1369291255,3609.1358644586,3992.394592306799,635.81802355184,11136.788916834
GO:0008047,13349.072416,27074.3804475534,16874.812093689,27951.82777703,22380.6564891441,13279.4155032,8867.396417065,21352.622947776,35073.8371264456,14350.7588642136,31131.234117992,26793.4588026,16087.4337293664,8768.9277731022,18676.0332223647,75574.48393489,15567.312834892,4553.2003095616,23514.507716574
GO:0008235,1415.19301,4593.8535427184,1019.95199024037,1397.3691101238,1747.12694758434,1665.972017325,886.2363896780001,30397.329894066,3469.37414793871,632.1755549633,1123.01428234704,1771.4396057844,8001.7967642976,411.54095659072,989.78215289148,3833.127693522,1335.517948592,225.21487383464,2545.2068504331
GO:0008236,1899.781448,44149.602036715,119965.483511247,40680.217759326,53564.58972537299,22581.17881635,566.3024789164999,38755.459074366,5132.649888137801,168537.500612495,6789.1989499976,16280.7103071297,51783.453136608,2959.0886406741,3781.4010092157,1086.31599545184,4769.888169636,187.86259208404,6802.2017857269
GO:0008237,18104.015906,13620.033020291,2996.8577533587,6804.6363729802,25660.634370939,12487.2592845,6286.220392295001,59887.103160612,11727.7594642273,17126.043405288,2638.345737832,5284.221518481299,16324.1040556512,2054.3071909437,3093.5050807206,15296.0916607214,3236.461511024,1544.55276018112,5445.9487500726
GO:0008238,2411.771498,16309.5759841428,6131.315853715801,21429.604705626,13718.8269702522,7906.395269850001,2996.311876685,40407.270412806,9691.8790701178,71981.00863498599,5869.6078027072,10916.9234076033,20480.0001173664,667.80885023358,9612.8155419972,4691.233491955599,3093.9768885108,369.02050250348,4468.184935893
GO:0008285,15815.312972,18445.3440542767,11074.6628673087,27932.674163812,26865.336915414,13764.23430921,6568.550762149999,30942.479471838,14032.5418785658,9724.6771112941,14490.2292017392,28353.00034962,16052.40854544,13311.567056436,18920.64567939,14561.297133105,13221.345833216,3647.887860343601,26156.41528584
GO:0008347,1184.332042,2083.16742571601,1436.84662089177,5682.5193064398,3704.755083651,1693.663516545,619.0997152274999,3387.31828554,2421.74413774744,934.3480945973,1751.39513039312,2302.6989969474,1687.06205371296,605.1057390282299,2289.2069328063,1985.71310842968,1951.9114264152,510.72100108444,3289.0769849868
GO:0008406,9987.410194000002,15900.7117264906,7044.6446722113,16197.5336978738,35852.120366994,7129.616254529999,4390.098669315,16367.044043244,11588.1652410237,22078.3775087329,8653.1559989992,19084.1977804821,10585.46064048,52590.338432159,10168.1936456256,197750.337038134,10849.9544440392,2645.8296179256,15375.740388099
GO:0008584,3257.211478,4037.139827455001,3422.5545378486,6909.699195071999,5400.301035070799,3335.45961903,1867.997963975,5956.0364285454,4333.552505981001,1526.68802445183,2868.0250003152,6735.5474441682,2893.5627182784,48627.876221771,3170.2805064021,3822.1162778352,3545.1092024596,1201.71815791324,4659.4688253036
GO:0008585,2111.022098,3631.2649291934,1636.9328236602,4522.2983282082,3787.3783611954,1575.439934376,1174.097768693,5883.549015316799,1883.50746355399,1444.23477709899,2233.4307212544,5332.6738013379,2328.939117984,1962.4981009821,2204.3651483724,2593.5789695358,2525.1118405852,696.09157668764,5608.1743048968
GO:0008593,4679.994830000001,7536.3444363804,4783.884087757499,11475.1606573432,13103.955923688,8522.13597312,3811.56250351,18987.748069356,6980.0244506669005,4921.7025681719,6347.2048926904,10706.646138777,6373.25173728,8207.419825399298,8673.8724624552,11028.8873115336,7153.5901267496,2104.3420232616,8545.1680599579
GO:0009581,2167.878056,3058.9013523132,1932.4901198988,5014.6750201124,8264.7950907033,3283.800828,1730.62857513,4667.443743576599,5353.88638409992,2021.68170994974,2188.6912612112,7819.5048818157,2457.427416432,2210.3497747452,3103.2674675691,3502.179173755001,2647.27941121,307.79751986824,27610.127772591
GO:0009582,2199.098708,3070.6550797884,1949.3318160921,5016.552478197,8300.7850181661,3284.50208625,1732.41427434,4748.9768085078,5359.02483588854,2023.62272314814,2189.8907233368,7950.4084909749,2477.5991076384,2212.1680012399,3111.0051125166,3505.462102689,2656.8151538524,320.4569411432,27617.599949856
